# P_DO 04/05/04 16:14:12 Path=D:\Data\040504
# Sensitivity=3 mV Excitation=0.05000 V Phase=92.00
#
# 040504/11
4.65820E+0	-8.11767E-5	-2.15134E-4
4.62402E+0	-8.12777E-5	-2.15131E-4
4.58984E+0	-8.12811E-5	-2.15230E-4
4.55566E+0	-8.12847E-5	-2.15331E-4
4.52148E+0	-8.12847E-5	-2.15331E-4
4.48730E+0	-8.12847E-5	-2.15331E-4
4.45313E+0	-8.12882E-5	-2.15432E-4
4.41895E+0	-8.12917E-5	-2.15533E-4
4.38477E+0	-8.12917E-5	-2.15533E-4
4.35059E+0	-8.12917E-5	-2.15533E-4
4.31641E+0	-8.12917E-5	-2.15533E-4
4.28223E+0	-8.12882E-5	-2.15432E-4
4.24805E+0	-8.11873E-5	-2.15436E-4
4.21387E+0	-8.12847E-5	-2.15331E-4
4.17969E+0	-8.12847E-5	-2.15331E-4
4.14551E+0	-8.12847E-5	-2.15331E-4
4.11133E+0	-8.12847E-5	-2.15331E-4
4.07715E+0	-8.12847E-5	-2.15331E-4
4.04297E+0	-8.12847E-5	-2.15331E-4
4.00879E+0	-8.12847E-5	-2.15331E-4
3.97461E+0	-8.12811E-5	-2.15230E-4
3.94043E+0	-8.11802E-5	-2.15234E-4
3.90625E+0	-8.11767E-5	-2.15134E-4
3.87207E+0	-8.11732E-5	-2.15033E-4
3.83789E+0	-8.10727E-5	-2.15037E-4
3.80371E+0	-8.10727E-5	-2.15037E-4
3.76953E+0	-8.10691E-5	-2.14936E-4
3.73535E+0	-8.11662E-5	-2.14832E-4
3.70117E+0	-8.11627E-5	-2.14731E-4
3.66699E+0	-8.10656E-5	-2.14836E-4
3.63281E+0	-8.10656E-5	-2.14836E-4
3.59863E+0	-8.10691E-5	-2.14936E-4
3.56445E+0	-8.11627E-5	-2.14731E-4
3.53027E+0	-8.11592E-5	-2.14631E-4
3.49609E+0	-8.11592E-5	-2.14631E-4
3.46191E+0	-8.10551E-5	-2.14533E-4
3.42773E+0	-8.10516E-5	-2.14433E-4
3.39355E+0	-8.10480E-5	-2.14332E-4
3.35938E+0	-8.09510E-5	-2.14436E-4
3.32520E+0	-8.09475E-5	-2.14336E-4
3.29102E+0	-8.09475E-5	-2.14336E-4
3.25684E+0	-8.09475E-5	-2.14336E-4
3.22266E+0	-8.09440E-5	-2.14235E-4
3.18848E+0	-8.09370E-5	-2.14034E-4
3.15430E+0	-8.08364E-5	-2.14037E-4
3.12012E+0	-8.07320E-5	-2.13940E-4
3.08594E+0	-8.07250E-5	-2.13739E-4
3.05176E+0	-8.07214E-5	-2.13638E-4
3.01758E+0	-8.06139E-5	-2.13441E-4
2.98340E+0	-8.06068E-5	-2.13239E-4
2.94922E+0	-8.05028E-5	-2.13141E-4
2.91504E+0	-8.04958E-5	-2.12940E-4
2.88086E+0	-8.03948E-5	-2.12944E-4
2.84668E+0	-8.02908E-5	-2.12848E-4
2.81250E+0	-8.01867E-5	-2.12750E-4
2.77832E+0	-8.01867E-5	-2.12750E-4
2.74414E+0	-8.02837E-5	-2.12646E-4
2.70996E+0	-8.02767E-5	-2.12445E-4
2.67578E+0	-8.02697E-5	-2.12243E-4
2.64160E+0	-8.02591E-5	-2.11941E-4
2.60742E+0	-8.01480E-5	-2.11643E-4
