# 230404a.hpd/1 0.4827Tc
# PLM readings=1948
# Tca=0.805 Tc
# T= 0.4827 Tc = 0.60 Tca
# 24.8 bar

# Sensitivity=10 mV; Excitation=1.50000 V
0.00000	0.00000	0.02344
0.00004	0.00000	0.02344
0.00008	0.00000	0.02344
0.00012	0.00781	0.02344
0.00016	0.00000	0.02344
0.00020	0.00000	0.03125
0.00024	0.00781	0.02344
0.00028	0.00781	0.02344
0.00032	0.00781	0.02344
0.00036	0.00000	0.02344
0.00040	0.00000	0.02344
0.00044	0.00000	0.02344
0.00048	0.00000	0.02344
0.00052	0.00000	0.00781
0.00056	-0.00781	0.00000
0.00060	-0.00781	0.00000
0.00064	-0.01563	0.00000
0.00068	-0.01563	0.00000
0.00072	-0.01563	0.00000
0.00076	0.00000	0.00000
0.00080	0.00000	0.00781
0.00084	0.00781	0.00000
0.00088	0.00781	0.00000
0.00092	0.01563	0.00000
0.00096	0.00781	0.00781
0.00100	0.00781	0.01563
0.00104	0.00781	0.02344
0.00108	0.00000	0.02344
0.00112	0.00000	0.02344
0.00116	-0.00781	0.02344
0.00120	-0.00781	0.00781
0.00124	-0.00781	0.00000
0.00128	0.00000	0.00781
0.00132	0.00000	0.00781
0.00136	0.00000	0.00781
0.00140	0.00781	0.00781
0.00144	0.00781	0.00781
0.00148	0.00781	0.02344
0.00152	0.00781	0.03906
0.00156	0.00000	0.03906
0.00160	0.00000	0.03906
0.00164	0.00000	0.03906
0.00168	0.00000	0.02344
0.00172	0.00000	0.02344
0.00176	0.00000	0.01563
0.00180	0.00000	0.00781
0.00184	-0.00781	0.00781
0.00188	-0.00781	0.00781
0.00192	-0.00781	0.00781
0.00196	0.00000	0.00781
0.00200	0.00781	0.00781
0.00204	0.01563	0.00000
0.00208	0.02344	0.00000
0.00212	0.02344	0.00000
0.00216	0.00781	0.00000
0.00220	-0.01563	0.00000
0.00224	-0.04688	-0.00781
0.00228	-0.07813	-0.00781
0.00232	-0.12500	-0.00781
0.00236	-0.18750	-0.00781
0.00240	-0.25000	0.00000
0.00244	-0.30469	0.00000
0.00248	-0.35938	0.00000
0.00252	-0.41406	0.00000
0.00256	-0.45313	0.00000
0.00260	-0.49219	0.00000
0.00264	-0.52344	0.00000
0.00268	-0.53906	0.00781
0.00272	-0.55469	0.01563
0.00276	-0.54688	0.02344
0.00280	-0.53125	0.03906
0.00284	-0.50781	0.03906
0.00288	-0.48438	0.05469
0.00292	-0.45313	0.05469
0.00296	-0.42188	0.06250
0.00300	-0.37500	0.06250
0.00304	-0.32813	0.05469
0.00308	-0.28906	0.05469
0.00312	-0.24219	0.05469
0.00316	-0.18750	0.04688
0.00320	-0.14063	0.04688
0.00324	-0.10156	0.04688
0.00328	-0.05469	0.05469
0.00332	-0.02344	0.04688
0.00336	0.00000	0.04688
0.00340	0.03125	0.03906
0.00344	0.04688	0.03906
0.00348	0.05469	0.03906
0.00352	0.06250	0.03906
0.00356	0.06250	0.03906
0.00360	0.05469	0.02344
0.00364	0.03906	0.02344
0.00368	0.01563	0.02344
0.00372	-0.00781	0.02344
0.00376	-0.03906	0.02344
0.00380	-0.07813	0.01563
0.00384	-0.11719	0.00781
0.00388	-0.14844	0.00000
0.00392	-0.19531	0.00000
0.00396	-0.23438	-0.00781
0.00400	-0.28125	-0.01563
0.00404	-0.31250	-0.02344
0.00408	-0.33594	-0.03125
0.00412	-0.36719	-0.03906
0.00416	-0.38281	-0.03906
0.00420	-0.40625	-0.03906
0.00424	-0.42188	-0.03125
0.00428	-0.42969	-0.03125
0.00432	-0.44531	-0.02344
0.00436	-0.44531	-0.01563
0.00440	-0.44531	-0.00781
0.00444	-0.43750	-0.00781
0.00448	-0.42969	0.00000
0.00452	-0.40625	0.00000
