 # TIME  LP  TMAB  TMDS  TMPC  TMZ
 7043.1  1.11111111  0.96807038  0.00675051  0.96809392 -0.25086524
 7043.2  1.11111111  0.96808737  0.00557532  0.96810342 -0.25081989
 7043.3  1.11111111  0.96809844  0.00550260  0.96811408 -0.25076435
 7043.4  1.11111111  0.96810092  0.00651067  0.96812281 -0.25071914
 7043.5  1.11111111  0.96809228  0.00818461  0.96812688 -0.25070053
 7043.6  1.11111111  0.96807382  0.00988305  0.96812427 -0.25071536
 7043.7  1.11111111  0.96805353  0.01095818  0.96811555 -0.25075775
 7043.8  1.11111111  0.96804215  0.01100882  0.96810475 -0.25081044
 7043.9  1.11111111  0.96804436  0.01003757  0.96809640 -0.25085272
 7044.0  1.11111111  0.96805695  0.00845025  0.96809383 -0.25086845
 7044.1  1.11111111  0.96807273  0.00687420  0.96809714 -0.25085294
 7044.2  1.11111111  0.96808699  0.00590937  0.96810503 -0.25081282
 7044.3  1.11111111  0.96809612  0.00590791  0.96811415 -0.25076429
 7044.4  1.11111111  0.96809689  0.00683783  0.96812103 -0.25072614
 7044.5  1.11111111  0.96808776  0.00830986  0.96812342 -0.25071237
 7044.6  1.11111111  0.96807209  0.00974825  0.96812117 -0.25072693
 7044.7  1.11111111  0.96805668  0.01062806  0.96811502 -0.25076368
 7044.8  1.11111111  0.96804777  0.01063655  0.96810621 -0.25080919
 7044.9  1.11111111  0.96804898  0.00976738  0.96809826 -0.25084582
 7045.0  1.11111111  0.96805942  0.00836302  0.96809554 -0.25085850
 7045.1  1.11111111  0.96807360  0.00699786  0.96809889 -0.25084306
 7045.2  1.11111111  0.96808556  0.00619835  0.96810540 -0.25080749
 7045.3  1.11111111  0.96809297  0.00623651  0.96811305 -0.25076549
 7045.4  1.11111111  0.96809397  0.00707413  0.96811981 -0.25073243
 7045.5  1.11111111  0.96808657  0.00838219  0.96812286 -0.25072091
 7045.6  1.11111111  0.96807238  0.00965304  0.96812051 -0.25073536
 7045.7  1.11111111  0.96805797  0.01039475  0.96811377 -0.25076955
 7045.8  1.11111111  0.96805043  0.01033463  0.96810559 -0.25080962
 7045.9  1.11111111  0.96805227  0.00951687  0.96809905 -0.25084020
 7046.0  1.11111111  0.96806144  0.00827071  0.96809677 -0.25084979
 7046.1  1.11111111  0.96807396  0.00708625  0.96809989 -0.25083495
 7046.2  1.11111111  0.96808553  0.00642510  0.96810685 -0.25080216
 7046.3  1.11111111  0.96809226  0.00652715  0.96811427 -0.25076498
 7046.4  1.11111111  0.96809171  0.00732238  0.96811940 -0.25073766
 7046.5  1.11111111  0.96808366  0.00848174  0.96812081 -0.25072995
 7046.6  1.11111111  0.96807103  0.00955757  0.96811820 -0.25074411
 7046.7  1.11111111  0.96805910  0.01014947  0.96811231 -0.25077448
 7046.8  1.11111111  0.96805315  0.01004143  0.96810523 -0.25080927
 7046.9  1.11111111  0.96805559  0.00928641  0.96810013 -0.25083469
 7047.0  1.11111111  0.96806450  0.00819417  0.96809918 -0.25084104
 7047.1  1.11111111  0.96807546  0.00719792  0.96810222 -0.25082679
 7047.2  1.11111111  0.96808468  0.00667220  0.96810767 -0.25079818
 7047.3  1.11111111  0.96808971  0.00679976  0.96811359 -0.25076628
 7047.4  1.11111111  0.96808870  0.00751388  0.96811786 -0.25074325
 7047.5  1.11111111  0.96808140  0.00852631  0.96811895 -0.25073767
 7047.6  1.11111111  0.96807062  0.00944390  0.96811668 -0.25075108
