 # AA:        55012.996369532404     
 # FLEGG:     89803.391421253225     
 # AF0:     -9.39323546873983839E-002
 # CPAR:      737.30563592368151     
 # Diff:     8.55074003082074152E-002
 # TF:       3.79473319220205556E-007
 # H:         284.00000000000000     
 # GRAD:     0.10000000000000001     
 # HR:       3.00000000000000006E-003
 # LP:       0.55000000000020854     
 # TIME  LP  TMAB  TMDS  TMPC  TMZ
 4208.4  3.00000000  0.95770445  0.11118614  0.96413700 -0.26588173
 4208.5  3.00000000  0.95792873  0.10925953  0.96413957 -0.26587222
 4208.6  3.00000000  0.95814270  0.10741440  0.96414485 -0.26585249
 4208.7  3.00000000  0.95834059  0.10570388  0.96415248 -0.26582396
 4208.8  3.00000000  0.95851789  0.10417264  0.96416206 -0.26578821
 4208.9  3.00000000  0.95867119  0.10285623  0.96417314 -0.26574696
 4209.0  3.00000000  0.95879819  0.10178052  0.96418528 -0.26570194
 4209.1  3.00000000  0.95889755  0.10096174  0.96419800 -0.26565489
 4209.2  3.00000000  0.95896879  0.10040663  0.96421089 -0.26560746
 4209.3  3.00000000  0.95901219  0.10011295  0.96422351 -0.26556122
 4209.4  3.00000000  0.95902870  0.10007023  0.96423550 -0.26551754
 4209.5  3.00000000  0.95901987  0.10026077  0.96424651 -0.26547763
 4209.6  3.00000000  0.95898780  0.10066059  0.96425627 -0.26544250
 4209.7  3.00000000  0.95893504  0.10124086  0.96426455 -0.26541291
 4209.8  3.00000000  0.95886455  0.10196913  0.96427119 -0.26538938
 4209.9  3.00000000  0.95877962  0.10281064  0.96427609 -0.26537223
 4210.0  3.00000000  0.95868378  0.10372958  0.96427922 -0.26536151
 4210.1  3.00000000  0.95858071  0.10469037  0.96428059 -0.26535710
 4210.2  3.00000000  0.95847415  0.10565878  0.96428029 -0.26535865
 4210.3  3.00000000  0.95836774  0.10660292  0.96427844 -0.26536568
 4210.4  3.00000000  0.95826495  0.10749408  0.96427522 -0.26537753
 4210.5  3.00000000  0.95816893  0.10830750  0.96427082 -0.26539345
 4210.6  3.00000000  0.95808244  0.10902276  0.96426549 -0.26541263
 4210.7  3.00000000  0.95800774  0.10962424  0.96425946 -0.26543419
 4210.8  3.00000000  0.95794653  0.11010117  0.96425299 -0.26545725
 4210.9  3.00000000  0.95789994  0.11044765  0.96424632 -0.26548096
 4211.0  3.00000000  0.95786849  0.11066242  0.96423970 -0.26550448
 4211.1  3.00000000  0.95785212  0.11074862  0.96423335 -0.26552707
 4211.2  3.00000000  0.95785026  0.11071331  0.96422745 -0.26554808
 4211.3  3.00000000  0.95786185  0.11056696  0.96422216 -0.26556693
 4211.4  3.00000000  0.95788544  0.11032282  0.96421763 -0.26558319
 4211.5  3.00000000  0.95791928  0.10999625  0.96421394 -0.26559653
 4211.6  3.00000000  0.95796141  0.10960414  0.96421114 -0.26560674
 4211.7  3.00000000  0.95800976  0.10916416  0.96420927 -0.26561373
