   0.000000E+00   5.000000E+00   0.000000E+00   8.875215E-03   1.041200E-01   9.945251E-01  -3.599559E-02   5.553481E-02   9.978077E-01   1.823478E+00
   1.810547E-02   5.000000E+00   0.000000E+00   1.214888E-02   1.026163E-01   9.946467E-01  -3.377189E-02   5.605332E-02   9.978564E-01   1.823477E+00
   3.603516E-02   5.000000E+00   0.000000E+00   1.920063E-02   9.974371E-02   9.948278E-01  -2.912542E-02   5.735323E-02   9.979290E-01   1.823476E+00
   5.414062E-02   5.000000E+00   0.000000E+00   2.753626E-02   9.625513E-02   9.949756E-01  -2.359834E-02   5.884329E-02   9.979883E-01   1.823476E+00
   7.207031E-02   5.000000E+00   0.000000E+00   3.576197E-02   9.217197E-02   9.951006E-01  -1.789604E-02   5.999307E-02   9.980384E-01   1.823476E+00
   9.000000E-02   5.000000E+00   0.000000E+00   4.345800E-02   8.731489E-02   9.952323E-01  -1.215844E-02   6.054964E-02   9.980912E-01   1.823476E+00
   1.081055E-01   5.000000E+00   0.000000E+00   5.044806E-02   8.157614E-02   9.953895E-01  -6.431737E-03   6.039043E-02   9.981542E-01   1.823476E+00
   1.260352E-01   5.000000E+00   0.000000E+00   5.635190E-02   7.518069E-02   9.955764E-01  -9.935948E-04   5.948035E-02   9.982290E-01   1.823476E+00
   1.441406E-01   5.000000E+00   0.000000E+00   6.094414E-02   6.843581E-02   9.957923E-01   3.923823E-03   5.788569E-02   9.983156E-01   1.823476E+00
   1.620703E-01   5.000000E+00   0.000000E+00   6.378817E-02   6.254619E-02   9.960015E-01   7.634183E-03   5.604034E-02   9.983994E-01   1.823476E+00
   1.800000E-01   5.000000E+00   0.000000E+00   6.474929E-02   5.973804E-02   9.961119E-01   9.205664E-03   5.500735E-02   9.984436E-01   1.823476E+00

   0.000000E+00   5.500000E+01  -9.443626E-01   1.914958E-01  -4.558519E-02   9.804358E-01   1.137629E-01   5.206278E-02   9.921474E-01   1.823478E+00
   1.810547E-02   5.500000E+01  -9.443626E-01   1.825820E-01  -4.496495E-02   9.821632E-01   1.090238E-01   4.882798E-02   9.928391E-01   1.823477E+00
