 # TIME  LP  TMAB  TMDS  TMPC  TMZ
 4908.8  3.00000000  0.96228467  0.10081983  0.96755177 -0.25308497
 4908.9  3.00000000  0.96246051  0.09915379  0.96755450 -0.25307172
 4909.0  3.00000000  0.96258687  0.09795798  0.96755839 -0.25305282
 4909.1  3.00000000  0.96265362  0.09734376  0.96756281 -0.25303171
 4909.2  3.00000000  0.96265993  0.09732212  0.96756691 -0.25301186
 4909.3  3.00000000  0.96261295  0.09781656  0.96757003 -0.25299604
 4909.4  3.00000000  0.96252625  0.09868441  0.96757190 -0.25298597
 4909.5  3.00000000  0.96241723  0.09974701  0.96757243 -0.25298236
 4909.6  3.00000000  0.96230451  0.10082201  0.96757173 -0.25298492
 4909.7  3.00000000  0.96220530  0.10174961  0.96757016 -0.25299241
 4909.8  3.00000000  0.96213284  0.10241261  0.96756805 -0.25300305
 4909.9  3.00000000  0.96209462  0.10274895  0.96756571 -0.25301487
 4910.0  3.00000000  0.96209192  0.10275326  0.96756348 -0.25302598
 4910.1  3.00000000  0.96212038  0.10246964  0.96756170 -0.25303481
 4910.2  3.00000000  0.96217141  0.10197874  0.96756059 -0.25304036
 4910.3  3.00000000  0.96223420  0.10138113  0.96756023 -0.25304228
 4910.4  3.00000000  0.96229781  0.10077936  0.96756062 -0.25304076
 4910.5  3.00000000  0.96235275  0.10026264  0.96756158 -0.25303650
 4910.6  3.00000000  0.96239221  0.09989547  0.96756285 -0.25303050
 4910.7  3.00000000  0.96241262  0.09971159  0.96756419 -0.25302388
 4910.8  3.00000000  0.96241367  0.09971319  0.96756540 -0.25301770
 4910.9  3.00000000  0.96239784  0.09987492  0.96756633 -0.25301280
 4911.0  3.00000000  0.96236968  0.10015137  0.96756690 -0.25300973
 4911.1  3.00000000  0.96233495  0.10048636  0.96756709 -0.25300870
 4911.2  3.00000000  0.96229959  0.10082266  0.96756691 -0.25300959
 4911.3  3.00000000  0.96226889  0.10111055  0.96756641 -0.25301199
 4911.4  3.00000000  0.96224677  0.10131411  0.96756571 -0.25301537
 4911.5  3.00000000  0.96223540  0.10141470  0.96756494 -0.25301908
 4911.6  3.00000000  0.96223503  0.10141142  0.96756423 -0.25302254
 4911.7  3.00000000  0.96224424  0.10131884  0.96756369 -0.25302526
 4911.8  3.00000000  0.96226036  0.10116270  0.96756338 -0.25302695
 4911.9  3.00000000  0.96228004  0.10097461  0.96756330 -0.25302750
 4912.0  3.00000000  0.96229988  0.10078660  0.96756344 -0.25302698
