# X=  0.126 I =  718
    5.0 -1.661106   9.453865E-02  -6.348109E-02   9.934950E-01   7.196646E-02   4.973231E-03   9.973946E-01   1.823475E+00
   10.0 -1.655545   1.129911E-01   3.646723E-02   9.929266E-01   4.236124E-02   6.216311E-02   9.971665E-01   1.823476E+00
   15.0 -1.649985   3.786380E-02   2.170387E-02   9.990470E-01   1.052401E-02   2.552421E-02   9.996188E-01   1.823476E+00
   20.0 -1.644424   5.861067E-02  -2.386256E-02   9.979953E-01   3.856257E-02   1.078923E-02   9.991979E-01   1.823475E+00
   25.0 -1.638864   9.171252E-02  -1.042789E-02   9.957316E-01   4.992299E-02   3.037987E-02   9.982909E-01   1.823477E+00
   30.0 -1.633303   7.617755E-02   2.278131E-02   9.968343E-01   2.926368E-02   4.094445E-02   9.987327E-01   1.823477E+00
   35.0 -1.627742   5.056966E-02  -5.969416E-03   9.987029E-01   2.760158E-02   1.661307E-02   9.994809E-01   1.823476E+00
   40.0 -1.622182   8.496484E-02  -1.133832E-02   9.963194E-01   4.689752E-02   2.729632E-02   9.985266E-01   1.823475E+00
   45.0 -1.616621   7.282183E-02   1.132765E-02   9.972811E-01   3.202753E-02   3.390747E-02   9.989116E-01   1.823477E+00
   50.0 -1.611061   6.693443E-02  -2.156293E-03   9.977553E-01   3.431090E-02   2.487430E-02   9.991016E-01   1.823476E+00
   55.0 -1.605500   7.201194E-02  -2.957288E-03   9.973997E-01   3.716211E-02   2.644743E-02   9.989592E-01   1.823476E+00
   60.0 -1.599939   7.749375E-02  -3.043426E-04   9.969932E-01   3.887659E-02   2.990613E-02   9.987963E-01   1.823476E+00
   65.0 -1.594379   6.871570E-02   5.265067E-03   9.976227E-01   3.232440E-02   2.927832E-02   9.990484E-01   1.823477E+00
   70.0 -1.588818   7.189584E-02  -6.487106E-03   9.973914E-01   3.847306E-02   2.463707E-02   9.989558E-01   1.823476E+00
   75.0 -1.583258   7.661059E-02   3.373647E-03   9.970557E-01   3.700800E-02   3.140227E-02   9.988214E-01   1.823476E+00
   80.0 -1.577697   7.016499E-02  -5.382897E-04   9.975356E-01   3.529988E-02   2.693903E-02   9.990136E-01   1.823477E+00
   85.0 -1.572136   7.421545E-02  -1.162810E-04   9.972425E-01   3.716306E-02   2.872510E-02   9.988962E-01   1.823476E+00
   90.0 -1.566576   7.320065E-02  -1.236949E-03   9.973169E-01   3.708984E-02   2.776989E-02   9.989260E-01   1.823477E+00
   95.0 -1.561015   7.482181E-02   1.806052E-03   9.971956E-01   3.672094E-02   2.992236E-02   9.988774E-01   1.823476E+00
  100.0 -1.555454   7.157113E-02  -1.393532E-03   9.974349E-01   3.633513E-02   2.705800E-02   9.989732E-01   1.823477E+00
  105.0 -1.549894   7.639783E-02   5.169444E-05   9.970777E-01   3.819004E-02   2.965793E-02   9.988302E-01   1.823476E+00
  110.0 -1.544333   7.246556E-02   4.888671E-04   9.973712E-01   3.605269E-02   2.834719E-02   9.989477E-01   1.823477E+00
  115.0 -1.538773   7.541896E-02  -6.402423E-04   9.971520E-01   3.796855E-02   2.893109E-02   9.988600E-01   1.823476E+00
  120.0 -1.533212   7.372680E-02   1.337890E-04   9.972789E-01   3.682152E-02   2.866006E-02   9.989107E-01   1.823477E+00
  125.0 -1.527651   7.573647E-02  -1.810292E-04   9.971282E-01   3.794934E-02   2.928425E-02   9.988504E-01   1.823476E+00
  130.0 -1.522091   7.380190E-02   1.748605E-04   9.972733E-01   3.684318E-02   2.870982E-02   9.989085E-01   1.823477E+00
  135.0 -1.516530   7.616797E-02  -6.315689E-04   9.970951E-01   3.834002E-02   2.922676E-02   9.988372E-01   1.823476E+00
  140.0 -1.510970   7.452035E-02   5.811393E-04   9.972197E-01   3.704512E-02   2.919242E-02   9.988871E-01   1.823477E+00
