# X=  0.018 I =  104
    5.0 -1.661106   1.864844E-01  -1.725037E-02   9.823087E-01   1.001465E-01   6.422879E-02   9.928974E-01   1.823479E+00
   10.0 -1.655545   2.871385E-03   5.115067E-02   9.986863E-01  -1.838721E-02   2.669177E-02   9.994746E-01   1.823476E+00
   15.0 -1.649985   1.569748E-01  -8.543818E-02   9.839019E-01   1.119706E-01   1.850206E-02   9.935394E-01   1.823478E+00
   20.0 -1.644424   7.696628E-02   9.946036E-02   9.920611E-01  -1.603210E-04   7.969643E-02   9.968192E-01   1.823478E+00
   25.0 -1.638864   7.343020E-02  -7.890033E-02   9.941739E-01   6.738388E-02  -1.094985E-02   9.976672E-01   1.823474E+00
   30.0 -1.633303   1.267315E-01   5.650154E-02   9.903274E-01   4.143717E-02   7.759915E-02   9.961233E-01   1.823477E+00
   35.0 -1.627742   6.043786E-02  -4.335668E-02   9.972304E-01   4.704249E-02   1.755713E-03   9.988914E-01   1.823477E+00
   40.0 -1.622182   1.375758E-01   3.872854E-02   9.897350E-01   5.378134E-02   7.294148E-02   9.958852E-01   1.823478E+00
   45.0 -1.616621   4.265042E-02  -2.310465E-02   9.988227E-01   3.028149E-02   4.974845E-03   9.995291E-01   1.823476E+00
   50.0 -1.611061   1.504096E-01   5.544664E-03   9.886097E-01   7.312993E-02   6.136223E-02   9.954329E-01   1.823478E+00
   55.0 -1.605500   4.877690E-02   1.219308E-02   9.987353E-01   1.966643E-02   2.500046E-02   9.994939E-01   1.823476E+00
   60.0 -1.599939   1.332004E-01  -1.851228E-02   9.909171E-01   7.386264E-02   4.255920E-02   9.963598E-01   1.823477E+00
   65.0 -1.594379   6.803199E-02   2.371003E-02   9.974017E-01   2.483008E-02   3.824094E-02   9.989599E-01   1.823477E+00
   70.0 -1.588818   1.197451E-01  -2.425706E-02   9.925092E-01   6.934703E-02   3.441386E-02   9.969988E-01   1.823477E+00
   75.0 -1.583258   8.049896E-02   2.882926E-02   9.963381E-01   2.907824E-02   4.565409E-02   9.985339E-01   1.823477E+00
   80.0 -1.577697   1.074689E-01  -2.831311E-02   9.938059E-01   6.476708E-02   2.758665E-02   9.975189E-01   1.823477E+00
   85.0 -1.572136   9.505240E-02   2.929958E-02   9.950416E-01   3.617381E-02   5.156197E-02   9.980143E-01   1.823477E+00
   90.0 -1.566576   9.579398E-02  -2.442047E-02   9.951021E-01   5.740149E-02   2.497588E-02   9.980386E-01   1.823476E+00
   95.0 -1.561015   1.044806E-01   2.300905E-02   9.942614E-01   4.333311E-02   5.209256E-02   9.977017E-01   1.823477E+00
  100.0 -1.555454   9.094558E-02  -1.803177E-02   9.956931E-01   5.249099E-02   2.627943E-02   9.982756E-01   1.823476E+00
