# X=  0.144 I =  821
    5.0 -1.661106   8.043797E-02  -6.319761E-02   9.947540E-01   6.478095E-02  -3.797606E-04   9.978994E-01   1.823475E+00
   10.0 -1.655545   1.157434E-01   2.248352E-02   9.930246E-01   4.917343E-02   5.623395E-02   9.972059E-01   1.823475E+00
   15.0 -1.649985   4.402872E-02   3.094834E-02   9.985510E-01   1.002259E-02   3.254073E-02   9.994201E-01   1.823477E+00
   20.0 -1.644424   4.837102E-02  -2.035262E-02   9.986219E-01   3.207702E-02   8.569293E-03   9.994486E-01   1.823476E+00
   25.0 -1.638864   8.626320E-02  -1.410499E-02   9.961728E-01   4.862137E-02   2.641854E-02   9.984678E-01   1.823476E+00
   30.0 -1.633303   7.642470E-02   1.851866E-02   9.969036E-01   3.104075E-02   3.890728E-02   9.987605E-01   1.823476E+00
   35.0 -1.627742   5.111484E-02  -4.620945E-04   9.986930E-01   2.573983E-02   1.957844E-02   9.994769E-01   1.823477E+00
   40.0 -1.622182   7.579986E-02  -1.184243E-02   9.970528E-01   4.250453E-02   2.347760E-02   9.988203E-01   1.823476E+00
   45.0 -1.616621   7.331251E-02   8.023486E-03   9.972771E-01   3.355442E-02   3.244538E-02   9.989100E-01   1.823477E+00
   50.0 -1.611061   6.372272E-02   4.207024E-04   9.979679E-01   3.170478E-02   2.491513E-02   9.991866E-01   1.823477E+00
   55.0 -1.605500   6.882639E-02  -3.720308E-03   9.976220E-01   3.586395E-02   2.482751E-02   9.990482E-01   1.823476E+00
   60.0 -1.599939   7.360483E-02  -2.147865E-04   9.972878E-01   3.689572E-02   2.843830E-02   9.989143E-01   1.823476E+00
   65.0 -1.594379   6.720074E-02   4.110313E-03   9.977313E-01   3.201424E-02   2.811192E-02   9.990919E-01   1.823477E+00
   70.0 -1.588818   6.807828E-02  -4.518664E-03   9.976701E-01   3.579921E-02   2.413745E-02   9.990674E-01   1.823477E+00
   75.0 -1.583258   7.325506E-02   1.274301E-03   9.973127E-01   3.614317E-02   2.904710E-02   9.989243E-01   1.823476E+00
   80.0 -1.577697   6.806118E-02   6.765040E-04   9.976813E-01   3.377616E-02   2.672886E-02   9.990719E-01   1.823477E+00
   85.0 -1.572136   7.035599E-02  -8.138134E-04   9.975219E-01   3.550231E-02   2.687557E-02   9.990081E-01   1.823476E+00
   90.0 -1.566576   7.059834E-02  -8.150999E-04   9.975049E-01   3.562405E-02   2.696909E-02   9.990012E-01   1.823477E+00
